Review;DS;Bank Name;data_source;Bank ID;Sentiment_gen;Positive_gen;Negative_gen;Neutral_gen;Mixed_gen;MajoritySentiment;Pilar;Sentiment_Value;Predicted_Pilar
Yamina Berrabeh-Mayen is such a huge help every time I need to open an account. She makes sure that the account my kids or myself need is appropriate. Welcomes you with a small every time. I love going to the New Canaan Ave branch because all the staff is great.;04-10-2021 19:32;Citizens Bank;maps;21;POSITIVE;9,95E+15;58003635786;5,39E+13;17835707695;POSITIVE;Other;1;Social
The staff at Fairfield County Bank are great! Always greeting you with a smile!;08/31/2023 18:53:12;Citizens Bank;maps;21;POSITIVE;9,99E+15;39235223085;9,12E+12;1,79E+11;POSITIVE;Other;1;Social
The team at the Broad River branch of the Fairfield County Bank has been consistently excellent in their transactions with Viking Construction. Gail and her team make us feel valued and cared for – they watch our backs, and we appreciate all of the diligence.;08/17/2021 18:50:58;Citizens Bank;maps;21;POSITIVE;8,79E+15;1,17E+12;1,21E+15;9519122250;POSITIVE;Other;1;Social
"It is rare to find a bank that is a pleasure to deal with, but this is the case here.  They will take the time to offer any possible options, and are all so courteous and pleasant to deal with.
I have gone to several branches and have found this to be consistent from the tellers to the managers.  Give them a try if you are tired of impersonal, rushed service, as I had found at some of the larger bank chains.";06/22/2021 13:14:22;Citizens Bank;maps;21;POSITIVE;7,17E+15;2,31E+14;4,83E+14;2,12E+15;POSITIVE;Other;1;Social
Thank you Yamina for helping me again!! You're always so helpful with my needs. I've never used a Community Bank before .. only large chains .. and this one is wonderful!!;05-03-2021 15:20;Citizens Bank;maps;21;POSITIVE;9,99E+15;31486761145;5,43E+12;1,40E+11;POSITIVE;Social;1;Económico
"Very friendly and welcoming branch....Yamina has gone above and beyond to help with any request I have had.
Everyone always has smiles  on their faces!";07-01-2021 12:41;Citizens Bank;maps;21;POSITIVE;9,99E+14;2,77E+11;1,15E+13;19281111236;POSITIVE;Other;1;Económico
This is the best bank if you love great customer service, friendly , comfortable and professional personnel ! I have banked for over 40 years at this bank and Yasmina and Gail and the rest of the staff at Broad River branch are top Notch!!! Thanks for all you do!!!????????????;02/18/2022 20:25:18;Citizens Bank;maps;21;POSITIVE;9,99E+15;2,48E+11;7,69E+12;27048108677;POSITIVE;Other;1;Social
After dealing with arrogance and ignorance of big banks a lot,  I found the employees of this branch to be much more professional and caring. I am not even their customer. However, they found the time to research the neccessary info for me while BOA just kept saying nonsense. I would like to thank everyone at this branch and wish them long years of prosperity!!!!;08-09-2018 21:04;Citizens Bank;maps;21;POSITIVE;7,29E+15;7,46E+14;4,20E+13;1,92E+15;POSITIVE;Other;1;Social
Isaac, Yamina and staff continuously provide exceptional customer service. You can rest assured that you are in good hands at Fairfield County Bank!;04-09-2021 16:36;Citizens Bank;maps;21;POSITIVE;9,75E+13;1,80E+12;2,46E+14;53798306908;POSITIVE;Other;1;Económico
"Leaving Bank of America after 20 years.  Decided to do as much business with local companies as possible.  Opened an account with Fairfield County Bank a month ago...love them!!!

Website is awesome, all features BOA have and more.  You can see your credit score! They have a thing called Money Manager 360 where you can link all your accounts (credit card, mortgage, investment accounts ect) so you can see your bottom line (net worth) in one place.

And get this, the women who opened my account, Yamina Berrabeth-Mayen gave me her card.  I've called twice since opening the account, both times she picked up after a few rings.  Imagine that, talking to a live person at your local branch!

My only regret is not doing this years ago!";03-12-2021 16:00;Citizens Bank;maps;21;POSITIVE;8,11E+15;1,24E+14;1,75E+15;1,23E+13;POSITIVE;Economico;1;Social
Outstanding service!  We switched to FCB after having identity theft when our accounts were with a major bank. I have not been disappointed, with with our personal finances and professional.  I highly recommend this team.;10/14/2020 14:26:04;Citizens Bank;maps;21;POSITIVE;1,00E+15;45970056817;2,31E+12;16794034309;POSITIVE;Other;1;Social
The best service always helpful !;03-04-2024 20:25;Citizens Bank;maps;21;POSITIVE;9,99E+15;3,30E+11;4,74E+12;1,22E+12;POSITIVE;Other;1;Gobernanza
Yamina was very nice and we even had a small conversation during our quick interaction. Thank you again!;03-11-2022 15:35;Citizens Bank;maps;21;POSITIVE;9,99E+15;2,98E+11;6,66E+12;1,94E+11;POSITIVE;Other;1;Económico
Yamina went above and beyond to help me get what I needed.  I really appreciated her excellent customer service.;06/14/2021 12:05:07;Citizens Bank;maps;21;POSITIVE;9,99E+15;36909343180;7,65E+12;48160673032;POSITIVE;Other;1;Económico
Yamina Bertabeh-Mayen is very sweet and so nice and when asking her to help me with something on my account she didn’t hesitate and took care of the issue;09/28/2021 16:14:11;Citizens Bank;maps;21;POSITIVE;9,95E+15;71908718382;5,00E+13;58490706579;POSITIVE;Other;1;Social
Great experience. Amazing customer service. Any situation you have they handle it. Great team work!;08/27/2022 13:49:28;Citizens Bank;maps;21;POSITIVE;1,00E+16;20472723918;2,24E+12;1,28E+12;POSITIVE;Other;1;Económico
Well I was greeted by Yamina and she was excellent and helped me with what I came in to do. Exceptional worker!!!;06/17/2021 20:54:39;Citizens Bank;maps;21;POSITIVE;9,99E+15;3,03E+11;4,38E+12;1,20E+12;POSITIVE;Other;1;Económico
Everyone should have a Gail at their bank. She’s so knowledgeable and willing to go above and beyond to help with all our banking needs. Thank you, Gail!;09/16/2021 18:54:20;Citizens Bank;maps;21;POSITIVE;9,62E+15;4,01E+12;3,75E+14;1,74E+12;POSITIVE;Other;1;Social
Yamina was very personable & helped me with all my questions. 10/10;05-05-2022 18:17;Citizens Bank;maps;21;POSITIVE;9,99E+15;38667723857;1,06E+13;28698688766;POSITIVE;Other;1;Económico
Mina was at the drive-thru, she’s always helpful! She’s always smiling and willing to answer or solve problems! Thank you for making my day!;02/27/2021 00:14:19;Citizens Bank;maps;21;POSITIVE;9,98E+15;38186211896;1,72E+13;1,03E+12;POSITIVE;Other;1;Social
Worked with Yamina Berrabeh Mayen on a computer issue this morning. Excellent customer service was experienced;09-10-2022 14:14;Citizens Bank;maps;21;POSITIVE;9,95E+15;2,65E+12;4,10E+13;1,13E+13;POSITIVE;Other;1;Económico
Yamina and everyone were so nice and helpful. It was suvh a TREAT to take care of business swiftly!;04-08-2022 19:40;Citizens Bank;maps;21;POSITIVE;9,85E+15;6,69E+11;9,42E+13;4,87E+13;POSITIVE;Other;1;Económico
This branch is fantastic. It’s extremely clean and the drive through is truck friendly. Very helpful staff.;04-07-2022 18:05;Citizens Bank;maps;21;POSITIVE;1,00E+16;20870824301;2,13E+12;63703097112;POSITIVE;Other;1;Social
Johanna and Mya are just amazing. This is one of my favorite branches to visit.;07/21/2022 19:48:44;Citizens Bank;maps;21;POSITIVE;9,99E+14;80018682638;7,18E+12;21635862140;POSITIVE;Other;1;Social
Yamina always pleasant .I’ve been a member of this bank for at least 50 years .Love the small bank feeling .;03-11-2022 12:45;Citizens Bank;maps;21;POSITIVE;9,91E+15;1,57E+12;8,96E+13;3,41E+12;POSITIVE;Other;1;Social
Yamuna was very helpful with opening a new account and look forward to dealing with Fairfield county bank;03/18/2021 22:35:32;Citizens Bank;maps;21;POSITIVE;9,88E+15;1,38E+12;1,23E+14;52231123846;POSITIVE;Other;1;Social
Yamina was very helpful and professional. Very pleased with all her help;06/17/2021 21:00:39;Citizens Bank;maps;21;POSITIVE;1,00E+16;2,43E+11;3,29E+12;1,31E+12;POSITIVE;Other;1;Económico
Olive is very helpful. Yamina and Olive are always sl helpful;07/15/2022 18:33:53;Citizens Bank;maps;21;POSITIVE;9,92E+15;1,38E+12;8,14E+13;1,17E+12;POSITIVE;Other;1;Económico
Very reliable customer service ! Yamina is always very accommodating and efficient .;02/25/2021 17:24:19;Citizens Bank;maps;21;POSITIVE;9,99E+15;25847239158;9,24E+12;1,69E+12;POSITIVE;Other;1;Económico
The staff  is kind professional and knowledgeable. They will get you what you need quickly and efficiently.;03/31/2021 19:47:58;Citizens Bank;maps;21;POSITIVE;9,99E+15;32682004530;1,34E+13;75911455497;POSITIVE;Other;1;Social
Super friendly and knowledgeable to handle any of your banking needs.;03-08-2022 21:15;Citizens Bank;maps;21;POSITIVE;9,98E+15;30733346648;2,04E+13;3518568701;POSITIVE;Other;1;Económico
Great local bank. Gail, David, Olive and everyone are always accommodating and helpful.;05/30/2021 16:20:56;Citizens Bank;maps;21;POSITIVE;9,85E+15;60665792262;1,48E+14;8962147695;POSITIVE;Other;1;Social
So happy to see the expansion of this branch to include a drive up!  The renovations look great!;02-11-2020 19:10;Citizens Bank;maps;21;POSITIVE;9,98E+15;2,49E+12;1,47E+12;91647809313;POSITIVE;Other;1;Social
Thank you Isaac for always taking care of my business, is always appreciated!;06/17/2021 20:56:09;Citizens Bank;maps;21;POSITIVE;9,99E+15;4,99E+11;8,68E+12;2,52E+11;POSITIVE;Other;1;Económico
Amazing!!!! Friendly, professional and accommodating. Couldn’t have made the experience easier. Thank you!!!;12-10-2020 20:42;Citizens Bank;maps;21;POSITIVE;1,00E+16;29856066249;8697660815;2,80E+11;POSITIVE;Other;1;Económico
Entire staff is friendly, professional and extremely efficient!!!! 5 stars all day;04-08-2021 18:03;Citizens Bank;maps;21;POSITIVE;9,99E+15;32530428143;7,19E+12;9145711374;POSITIVE;Other;1;Económico
She’s incredible really a pleasure to work with;03/15/2022 15:14:32;Citizens Bank;maps;21;POSITIVE;1,00E+15;41112882172;3,41E+12;97907395684;POSITIVE;Other;1;Social
Fast & Friendly every time! I won't go anywhere else.;03-07-2022 20:59;Citizens Bank;maps;21;POSITIVE;9,95E+15;2,43E+13;2,42E+12;82233316789;POSITIVE;Other;1;Económico
Yamina is a absolute pleasure to work with;03/19/2022 14:27:08;Citizens Bank;maps;21;POSITIVE;9,99E+15;40337108658;7,25E+12;1,67E+12;POSITIVE;Other;1;Social
I really appreciate your help today Yamina;05/13/2022 18:32:24;Citizens Bank;maps;21;POSITIVE;9,95E+15;1,25E+12;4,49E+13;34675034840;POSITIVE;Other;1;Ambiental
I really appreciate all Your help yamina.;03-10-2021 20:18;Citizens Bank;maps;21;POSITIVE;9,99E+14;1,19E+12;1,23E+13;5,69E+11;POSITIVE;Other;1;Económico
Thank you Yamina for your professionalism.;03-02-2021 18:59;Citizens Bank;maps;21;POSITIVE;9,97E+15;2,28E+12;2,41E+13;33679163607;POSITIVE;Other;1;Económico
Great service!;07/26/2023 12:55:32;Citizens Bank;maps;21;POSITIVE;1,00E+16;3,23E+11;1,09E+12;2,22E+11;POSITIVE;Other;1;Gobernanza
Convenient, with very helpful & friendly staff;08-10-2020 10:46;Citizens Bank;maps;21;POSITIVE;1,00E+16;20744377252;3,83E+12;67822060373;POSITIVE;Other;1;Ambiental
Wonderful and kind experience!;05/26/2021 15:54:04;Citizens Bank;maps;21;POSITIVE;9,99E+15;37877878640;6,31E+12;30982966564;POSITIVE;Other;1;Ambiental
Gracias Yamina, por toda su amabilidad y atencion.;05/13/2022 19:15:17;Citizens Bank;maps;21;POSITIVE;9,94E+15;1,85E+12;5,47E+13;62106526457;POSITIVE;Other;1;Social
Nicole at liberty bank is amazing . She helped me and answered all my questions.;04/25/2023 17:54:16;Ion Bank;maps;9;POSITIVE;9,96E+15;51698745665;3,39E+13;2,99E+11;POSITIVE;Other;1;Social
Lindsey and the rest of the staff are professional, knowledgable, and a pleasure to work with. Good energy, keep up the great work!;07/16/2021 13:41:57;Ion Bank;maps;9;POSITIVE;9,98E+14;3,33E+11;1,55E+13;70244190283;POSITIVE;Other;1;Social
Been here quite a few times, they've always been great and efficient.;06/23/2022 17:01:44;Ion Bank;maps;9;POSITIVE;9,87E+15;1,46E+12;7,14E+13;4,28E+13;POSITIVE;Other;1;Social
Professional courteous and well go above and beyond for all your banking needs;03-03-2023 14:01;Ion Bank;maps;9;POSITIVE;9,73E+15;5,32E+12;2,64E+14;2,78E+12;POSITIVE;Other;1;Económico
Just completely 100 PERCENT unprofessional and SLOW! GO TO NORWALK;06/23/2022 14:32:18;Ion Bank;maps;9;NEGATIVE;1,59E+14;9,06E+15;7,76E+14;3,29E+12;POSITIVE;Other;1;Económico
If you want a small town bank, with big city bank perks then open an account with ION.  Top notch bank with great services.  They make sure they know their customers.  I am always greeted when I go in there.  Customer service you actually get a live person.;03/27/2022 14:15:16;Newtown Savings Bank;maps;13;POSITIVE;9,65E+14;5,45E+12;3,16E+14;3,26E+13;POSITIVE;Other;1;Social
ION Bank is the best bank in CT.;10-09-2023 15:50;Newtown Savings Bank;maps;13;POSITIVE;7,76E+15;4,20E+12;2,23E+15;2,03E+12;POSITIVE;Other;1;Social
Everyone there is super friendly.  Always greeted by a smile whenever I stop by.;04/23/2019 02:29:18;Newtown Savings Bank;maps;13;POSITIVE;9,94E+15;2,03E+12;5,24E+13;1,22E+12;POSITIVE;Other;1;Social
Great staff that is friendly and knowledgeable. Jeff the manager is a great problem solver;12/26/2021 19:30:16;Newtown Savings Bank;maps;13;POSITIVE;9,99E+14;3,11E+11;5,23E+11;1,27E+12;POSITIVE;Other;1;Social
Friendly workers. Always ready to help.;03-02-2019 12:02;Newtown Savings Bank;maps;13;POSITIVE;9,85E+15;1,28E+12;1,41E+14;3,98E+12;POSITIVE;Other;1;Ambiental
Friendly People, Convenient hours;09/27/2017 19:20:14;Newtown Savings Bank;maps;13;POSITIVE;9,53E+15;1,66E+12;4,73E+14;47740173613;POSITIVE;Other;1;Ambiental
Atm pretty much always out. This 1 star is only for the machine.;12/20/2022 00:11:00;Jewett City Savings Bank;maps;10;NEGATIVE;4,47E+13;9,70E+15;6,50E+13;1,92E+14;POSITIVE;Other;1;Social
All the limitations of being a small bank shine through.;01/26/2022 18:13:39;Jewett City Savings Bank;maps;10;NEGATIVE;2,31E+15;3,76E+15;3,44E+15;4,88E+14;POSITIVE;Other;1;Económico
Very quick and helpful, I'm always in and out!;08-05-2014 16:21;Jewett City Savings Bank;maps;10;POSITIVE;9,98E+15;1,57E+12;1,62E+13;4616572551;POSITIVE;Other;1;Económico
I am a new client. This local bank provides outstanding personal attentive service from everyone I've dealt with at this bank specially from Joseph 'Joe' Fernandez who heads the bank in Florida. They are meticulous and they follow through on what they say. So glad I found this gem of a bank. They now have a branch in Coral Gables, FL. A++  - Highly recommended.;01/26/2022 14:21:43;First Bank of Greenwich;maps;6;POSITIVE;9,98E+15;36032048229;2,23E+12;1,73E+11;POSITIVE;Other;1;Social
"Job Seekers Beware:
Disorganized Hiring/Interview Process";02/20/2024 09:30:46;First Bank of Greenwich;maps;6;NEGATIVE;8,03E+12;5,93E+15;4,07E+14;33672666177;POSITIVE;Other;1;Económico
Great service and communication!;03/18/2024 00:30:41;First Bank of Greenwich;maps;6;POSITIVE;1,00E+16;24538067009;1,04E+12;34398151911;POSITIVE;Other;1;Ambiental
I had an exceptional experience with this bank, and I can't speak highly enough about their customer service. In particular, Cassie went above and beyond to assist me. She was incredibly knowledgeable, patient, and friendly. The level of service I received was outstanding. I truly appreciate their dedication to helping customers. I highly recommend this bank to anyone seeking a welcoming and supportive banking experience!;10-12-2023 20:20;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;4,41E+11;4,50E+12;1,97E+12;POSITIVE;Other;1;Social
I just want to rave about the personalized service provided by Miriam Njie at your Westport Branch. She was incredibly helpful and thorough in assisting me with a maturing Certificate of Deposit and then she held the check at the Branch for me to pick it up. Miriam has made me a super fan of First County Bank!!;02/27/2024 23:27:53;First Bank of Greenwich;maps;6;POSITIVE;9,97E+15;78838776972;3,18E+13;2,57E+11;POSITIVE;Other;1;Social
I always have a great experience at First County. Everyone is friendly, they let me know about new products and improved rates, and help with any banking issues I may have in a very thorough manner. I have been banking with First County for more than 35 years!m and have never been disappointed!;10/19/2023 20:41:26;First Bank of Greenwich;maps;6;POSITIVE;9,97E+14;1,79E+12;2,65E+13;1,53E+12;POSITIVE;Other;1;Económico
Prompt, efficient customer service with a smile. An overall great experience. Thank you!;02-09-2024 12:31;First Bank of Greenwich;maps;6;POSITIVE;1,00E+16;2,15E+11;2,33E+12;70811889600;POSITIVE;Other;1;Económico
The team at 1135 Post Road are the absolute best.  So helpful and knowledgeable.  Thank you for the great banking service.;10/31/2023 15:56:52;First Bank of Greenwich;maps;6;POSITIVE;9,98E+14;3,19E+11;1,61E+13;4,13E+11;POSITIVE;Other;1;Social
Staff is always so friendly and helpful! I had Mariam helping me today and she was excellent :);10/14/2023 15:23:35;First Bank of Greenwich;maps;6;POSITIVE;1,00E+15;1,82E+11;3,99E+12;3,99E+11;POSITIVE;Other;1;Social
Customer service is the best experience for me at First County Bank. Mariam is very knowledgeable & excellent in her job, she made banking so convenient & easy. I love to reach out to her regarding any financial services. Thank You Mariam!;05/14/2023 05:22:59;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;16123747628;1,09E+13;32709947845;POSITIVE;Economico;1;Social
Miriam is great. Always makes me feel like family.;10/31/2023 15:22:06;First Bank of Greenwich;maps;6;POSITIVE;9,98E+15;93902803201;1,40E+13;41571194743;POSITIVE;Other;1;Social
Cassandra is always cheerful and happy to see Angel and I at the drive up window;10-12-2023 17:28;First Bank of Greenwich;maps;6;POSITIVE;9,93E+15;1,54E+12;6,38E+13;90634101070;POSITIVE;Other;1;Social
Everyone is always helpful and pleasant when I visit first county bank;10/29/2023 23:35:45;First Bank of Greenwich;maps;6;POSITIVE;8,87E+15;2,18E+13;4,37E+13;6,74E+14;POSITIVE;Other;1;Social
If I could give more than 5 stars, I most definitely would. At the law firm where I'm a legal assistant, I work closely with this branch of First County Bank. If I need copies of bank statements for clients or if I call about a random account inquiry, they are always willing to help me, even if it means taking extra time to assist. I appreciate everyone who helps me from this branch and it always brightens my day just to speak with them, have it be through email or phone call. If you are looking for a company to bank with and even specifically, a branch to visit when you need assistance, First County Bank in Westport is the place to be!;04-04-2023 20:20;First Bank of Greenwich;maps;6;POSITIVE;9,44E+15;8,59E+13;3,96E+13;8,06E+13;POSITIVE;Other;1;Social
Very polite and Wendy and Cassie were outstanding in their customer service with helpful communication and understanding advice that helps you build up a successful and secure account;05-10-2023 20:12;First Bank of Greenwich;maps;6;POSITIVE;9,98E+15;5,76E+11;2,27E+13;5,48E+11;POSITIVE;Other;1;Social
Wendy from the Westport office has been great to work with as we transfer our banking relationship.  The personal touch is truly appreciated and know we have partner to support our association.;05-04-2023 15:58;First Bank of Greenwich;maps;6;POSITIVE;9,26E+14;11950328917;7,41E+14;1,19E+12;POSITIVE;Other;1;Social
All the ladies ar the branch were super helpful with my father and I. We Highly recommend this branch to all customers it is worth any extra time we come form norwalk to see them.  Thanks again;03/20/2023 14:06:40;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;54090822232;1,06E+13;1,23E+11;POSITIVE;Other;1;Económico
I USE THIS BRANCH VERY FREQUENTLY AND ALWAYS ENJOY THE VISIT.  BESIDES THEIR OBVIOUS BANKING SKILLS, THE STAFF, ESPECIALLY MARIAM AND CASSIE, HAVE EXCELLENT INTERPERSONAL SKILLS AND RELATE SO WELL. IT IS ALWAYS AN ENJOYABLE VISIT. I KNEW WENDY FROM HER POSITION IN NORWALK AND SHE RUNS A GOOD SHIP IN WESTPORT! I DO MISS MY FRIEND HECTOR THOUGH. CAN YOU TRANSFER HIM BACK? :-);03/22/2023 20:17:33;First Bank of Greenwich;maps;6;POSITIVE;9,96E+15;2,13E+13;1,18E+12;4,68E+12;POSITIVE;Other;1;Social
Our fav bank! The entire staff is so friendly and attentive. Wendy, Mariam, Santa & Cassie are always so helpful!;04-01-2023 1:08;First Bank of Greenwich;maps;6;POSITIVE;9,98E+15;2,62E+11;2,40E+13;2,96E+11;POSITIVE;Other;1;Social
The ladies at the Westport Branch are very helpful - Santa, Mariam, Wendy, and Cassie are very kind and make customer service a very easy process;05-12-2023 20:16;First Bank of Greenwich;maps;6;POSITIVE;9,80E+15;79882091086;1,97E+14;2,07E+11;POSITIVE;Other;1;Económico
It is always a pleasant experience for me at the Westport Branch. Thank you Wendy, Mariam, Santa and Cassie for all that you do!;04-04-2023 21:27;First Bank of Greenwich;maps;6;POSITIVE;9,95E+14;53014155128;5,37E+13;2,87E+11;POSITIVE;Other;1;Social
They are the best people to work with especially Santa, Wendy , Cassie and Marian they are so friendly and fun;04/13/2023 18:19:59;First Bank of Greenwich;maps;6;POSITIVE;9,93E+15;1,06E+12;7,07E+13;2,60E+12;POSITIVE;Other;1;Económico
Cassie excellent ?? 5 star ?? service every time she deserves recognition for her above & beyond banking customer service.;05/15/2023 16:00:52;First Bank of Greenwich;maps;6;POSITIVE;9,97E+15;5,26E+11;3,26E+13;42079052946;POSITIVE;Other;1;Económico
Gest staff and always professional..thank you Cassie, Wendy, Marian and Santa.;04-05-2023 23:58;First Bank of Greenwich;maps;6;POSITIVE;9,70E+15;1,11E+12;3,01E+14;3,71E+11;POSITIVE;Other;1;Económico
I always went to the Norwalk branch and than I followed my girl Cassie to Westport because she has always helped me GREATLY! All the Ladies are wonderful.;06/21/2022 01:13:17;First Bank of Greenwich;maps;6;POSITIVE;9,89E+15;1,40E+12;1,04E+14;51709481340;POSITIVE;Other;1;Social
Visited this branch to make a mortgage payment and Cassie was very friendly, helpful and courteous... with a beautiful smile too :);04-02-2023 14:47;First Bank of Greenwich;maps;6;POSITIVE;9,87E+14;1,20E+12;1,24E+14;5,71E+12;POSITIVE;Other;1;Económico
I went into First County Bank in Westport and was greeted by Cassandra, she was not only very friendly but very helpful - discussed credit card options for my son. I love coming to this branch.;06/16/2022 23:26:26;First Bank of Greenwich;maps;6;POSITIVE;9,96E+15;99770302768;3,94E+13;1,80E+11;POSITIVE;Other;1;Social
I always have a great experience with First County, specifically this location. They know me by name and are always happy to help.;05-02-2023 18:35;First Bank of Greenwich;maps;6;POSITIVE;9,95E+15;1,25E+12;4,38E+13;2,16E+12;POSITIVE;Other;1;Social
Always so helpful. I had to close my account last year before moving. I went in today and was able to get copies of my account activity immediately. No waiting,no problem. I'm no longer a customer and it didn't matter. My new bank gave me a hard time to get the statements. I wish they had a branch in NJ close to where I live now.;09/17/2021 18:20:16;First Bank of Greenwich;maps;6;POSITIVE;7,03E+15;2,32E+15;6,95E+13;5,79E+14;POSITIVE;Other;1;Social
Customer service is always great - consistently. It’s hard for me to say that with other establishments. Keep up the great work!;06/16/2022 19:04:25;First Bank of Greenwich;maps;6;POSITIVE;9,97E+15;1,26E+12;4,38E+12;2,70E+13;POSITIVE;Other;1;Económico
Mariam Njie is extremely nice, friendly, helpful and knowledgeable person I go to every time I visit the bank.????;05-03-2023 17:47;First Bank of Greenwich;maps;6;POSITIVE;9,94E+15;49857546401;6,05E+13;48630561650;POSITIVE;Other;1;Económico
The ladies here are very professional and kind and always willing to help to all your needs!!!;05-11-2023 19:14;First Bank of Greenwich;maps;6;POSITIVE;9,92E+15;1,00E+12;7,73E+13;4,01E+12;POSITIVE;Other;1;Social
I had an amazing experience with this branch! The customer service was unparalleled.;05/20/2023 15:21:10;First Bank of Greenwich;maps;6;POSITIVE;1,00E+16;2,75E+12;1,60E+12;2,90E+11;POSITIVE;Other;1;Social
I love Santa so much ! She always smiles and is so friendly.;04/22/2023 01:52:35;First Bank of Greenwich;maps;6;POSITIVE;9,99E+14;35508059227;8,25E+12;1,02E+12;POSITIVE;Other;1;Social
Westport branch was very friendly and fast;10/19/2023 18:27:05;First Bank of Greenwich;maps;6;POSITIVE;9,84E+15;1,13E+12;1,55E+14;1,27E+12;POSITIVE;Other;1;Social
Great staff .. always professional, knowledgeable and willing to go above and beyond for their customers!  You are all appreciated!!;04/30/2022 18:18:43;First Bank of Greenwich;maps;6;POSITIVE;9,99E+14;26992336643;5,41E+12;89899142040;POSITIVE;Other;1;Económico
Wendy and Cassie are always helpful. Thank you for everything you do for us.;05-12-2023 20:27;First Bank of Greenwich;maps;6;POSITIVE;9,83E+15;96153460618;1,64E+14;61374572397;POSITIVE;Other;1;Económico
AMAZING work force. Really awesome people, super patient, explain everything well too.;05/15/2023 16:18:47;First Bank of Greenwich;maps;6;POSITIVE;9,99E+14;33840035030;4,70E+12;40257651563;POSITIVE;Other;1;Económico
"Great experience today with Mariam - amazing customer service late on a Friday!   Thank you and much appreciated !

Tom and Ronnie";04/15/2022 21:35:49;First Bank of Greenwich;maps;6;POSITIVE;9,99E+14;54213694966;6,82E+12;1,48E+11;POSITIVE;Other;1;Económico
Marian was very helpful and patient in supplying me with a deposit slip as I had run out;03/21/2023 17:58:40;First Bank of Greenwich;maps;6;POSITIVE;9,98E+15;90066554549;1,96E+13;39049973566;POSITIVE;Other;1;Social
Cassie is the bomb.  She took care of me and was very professional and answered all of my questions and took care of my deposit.;04/22/2023 01:46:01;First Bank of Greenwich;maps;6;POSITIVE;9,96E+15;8,72E+12;1,83E+13;1,08E+13;POSITIVE;Other;1;Social
Drive Up, In-Person, On the phone, I always get great customer service. They all go above and beyond.  Very happy with my bank and branch;05-01-2022 2:13;First Bank of Greenwich;maps;6;POSITIVE;9,99E+14;5,07E+11;6,19E+12;63602128648;POSITIVE;Other;1;Económico
Friendly and competent staff, very helpful, and a great choice for banking in Westport!! Thank you guys!;05-12-2023 20:54;First Bank of Greenwich;maps;6;POSITIVE;9,99E+12;21626885427;7,68E+12;56958335335;POSITIVE;Other;1;Económico
Easy to work with and very knowledgeable, made me feel secure in these uncertain times.;05-10-2023 14:50;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;35129636672;6,39E+12;50397196901;POSITIVE;Other;1;Económico
Always so professional courteous and helpful at this bank, especially in Westport location!;03/19/2023 12:56:39;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;69181718573;1,15E+13;21802070478;POSITIVE;Other;1;Social
We have been a customer of Wendy and her crew for many many years. I could not ask for more.;03/30/2023 20:30:54;First Bank of Greenwich;maps;6;POSITIVE;9,77E+14;9,47E+12;2,23E+14;66189932113;POSITIVE;Other;1;Social
Cassie is always very helpful! Thank you to all the ladies of westport;05/20/2023 17:07:04;First Bank of Greenwich;maps;6;POSITIVE;9,97E+14;47534314945;2,91E+13;65811022068;POSITIVE;Other;1;Económico
"Miriam was terrific!
Helpful, kind and fun! I love First County Bank! ??
Amy";04-11-2022 15:11;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;20347471946;5,97E+12;2745215534;POSITIVE;Other;1;Económico
Omg, great service! The best people!!;05/19/2023 20:44:55;First Bank of Greenwich;maps;6;POSITIVE;9,99E+15;36675981391;3,79E+11;1,06E+12;POSITIVE;Other;1;Económico
20/10. Workers are very nice, sweet and helpful;05/22/2023 01:49:45;First Bank of Greenwich;maps;6;POSITIVE;9,93E+15;1,47E+12;6,40E+13;8,58E+12;POSITIVE;Other;1;Social
Excellent customer service!! Always feel welcome and appreciated.;05-02-2022 12:48;First Bank of Greenwich;maps;6;POSITIVE;1,00E+16;23934928322;2,95E+12;45928401960;POSITIVE;Other;1;Económico
I have been a customer for many years. They are always professional, Competent, and friendly.;05-02-2022 18:17;First Bank of Greenwich;maps;6;POSITIVE;9,83E+15;1,80E+12;1,68E+14;1,05E+12;POSITIVE;Other;1;Social
"Thank you, First County, for courteous, efficient and friendly associates!!
????????????";05-09-2023 19:00;First Bank of Greenwich;maps;6;POSITIVE;9,94E+15;99566532299;5,97E+12;30684932426;POSITIVE;Other;1;Económico
"Nice professional service
Santa and Mariam
Thank you";04-06-2023 21:01;First Bank of Greenwich;maps;6;POSITIVE;9,98E+15;26279694794;2,18E+13;65567641286;POSITIVE;Other;1;Económico
"A great local bank; always great service from Cassie!";03/18/2023 15:25:04;First Bank of Greenwich;maps;6;POSITIVE;9,96E+15;1,24E+12;3,71E+13;2,11E+11;POSITIVE;Other;1;Social
Wendy is the best!!! I have been working with her for over 35 years??;04/22/2022 17:14:21;First Bank of Greenwich;maps;6;POSITIVE;9,96E+15;94677030575;4,08E+13;58752284531;POSITIVE;Other;1;Social
