"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"I flew the 757 out of Denver for 2-1/2 years, mainly on trips to Hawaii (Lihue on Kauai, Maui, and Kona on the Big Island).  I've also flown the A319/320 series - with over 6,500 hours on the type.  I'm back flying the A319/320 series as a result of everything Covid related.  The 757 is what I like to call ""old school"" technology.  Nothing fancy, but it's very much a pilot's machine.  The 757 has such an amazing capability for what it does that it's going to be very hard to replace.  We could take a full load of passengers on a hot summer's day from Denver to Lihue (the furthest Hawaii destination) without any performance issues.  Conversely, loading up a full 757 and departing from Lihue's relatively short 6,500' runways (back to Denver) wasn't an issue either.  While I also enjoy the Airbus, I am a bit skeptical as to whether the A321XLR will be able to actually replace the 757 on the same routes.  I've seen the engineering and the marketing numbers for the A321XLR, and they certainly look impressive.  HOWEVER,  the 757 is a well proven machine, the A321XLR is not.  Don't get me wrong here, I am a fan of the A320 series overall.  Nothing would please me more than being able to fly with the overall comfort of the A321XLR  to Hawaii - but as they say, seeing is believing.",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"I have always maintained that the 757-200, aka VC-32 in USAF parlance, is basically a two engine version of the 707-120 with STOL capabilities . Which is why the USAF replaced their all of their VIP 707 transports, the VC-137, with the exception of course the ones that were used for Air Force One which were famously replaced by the 747-200, with the 757.
The market niche and justification for 757 didn't fully materialized until after Boeing ended production in 2004 with the international acceptance of 120 min ETOPS . Especially for long and thin trans-Atlantic routes/missions. Such as Chicago-O'Hare-Manchester, England (ORD-MAN). But I am not surprised that Boeing was in a hurry to terminate the 757 Program and to  bulk up the smaller regional design 737 to take over the 757's missions. A Boeing exec famously said they were selling (the 757) too much plane for the money they were getting for it.",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","DIVERSITY",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"You failed to mention that part of the driver to keep pushing the 737 is the existing repair and training infrastructure available for the plane. Operators don't have to train pilots and mechanics on a brand new airframe, but can rather just ""update"" them on the new variant. This is a significant cost savings for an operator and makes them more interested in buying more 737s. Not saying it's right or wrong, but just that boeing is responding to market forces as much as they are driving the market for 737s.",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"The 757 is my favorite commercial airliner for all the reasons you mentioned in this video.  A testament to it's greatness is that the airlines that still fly them, primarily United and Delta in the U.S., keep flying these planes that are 30+ years old.  It begs the question: is there an absolute limit to how long they can fly the 757?  Is there a maximum number of cycles?  Can they be flown indefinitely with adequate inspection and maintenance?  And why don't they at least upgrade the avionics to the more modern systems - too expensive?  When will the last 757 fly in commercial passenger service?",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"they should have done a 757 NG (next gen) option starting in 2000 for airlines to consider. They should, if they dont want to lose massive market share for the long and skinny point to point consider doing a 757 NEO in the next year or two. The positives of doing so are numerous. especially considering that most if not all airlines have kept their 57s in service for more than 15 years after they said they wanted to retire the type. secondly, the majority of the tooling for the type and the wide body 67 are actually still around. In fact for the 67 the production line and supply routes are still operating (they still make the 767-f and are currently (trying) to make a tanker for the airforce). So there is market demand, the new engine option and updated avionics would make it as fuel efficient or near enough to be a non factor as the 37 max, and they can quickly start production of the new generation thanks to the lines and tooling they already have.",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"The boeing 757 is a great mid size aircraft. This plane is a great candidate for a modernization of engines/avionics/ airframe. Get a second generation of the 757 out on the market. Give yourself time to produce a brand new airplane.",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","ENVIRONMENTAL ACTIONS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"There is a fly on the screen.. Iâ€™m reporting this video",03-02-2021 16:42,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","WHISTLEBLOWER LINE (ACCESS)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Hello David. Very good trip report. I agree with you - on a flight of 10+ hours, the food selection and quality should be at the top of the chart. Kudos to being able to sit in an Economy seat for that length of time. For me - with Japan on my bucket list of places to visit - it would have to be Premium Economy or higher as I prefer the larger space. Was surprised that you were able to obtain the flight for such a low cost which is rare these days. Keep up the good work!",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Catering has for many years been a major challenge for United. And, I am sure the only reason the free meals are even offered on UA Asian flights is that all of their competitors offer high quality, wholesome free meals in Economy (and yes, often prepared by the same inflight caterer that UA uses!). On any 9 to 15 hour flight, the quality of food & beverage (F&B) is absolutely welcome even to veteran travelers - and I don't easily forget the quality of my Economy class meals to/from Asia on non-Star Alliance carriers like JAL, KAL and Cathay Pacific. In fact, United's Star Alliance partners Asiana, ANA and SIA all have very good F&B options in all classes of travel.",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL ACTIONS",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"15:45 tb to summer of 2022 I was traveling to Italy on TAP and we had a 3 hour delay white sitting on the tarmac in the plane and as soon as we took off they started serving the meals. Thankfully I was in business class and the meal wasnâ€™t bad but I remember it was some pasta dish with mushrooms and squash and while normally I donâ€™t like mushrooms I just remember absolutely DEMOLISHING it in like 2 minutes it was the meal with like a salad and desert and a bread roll. All in all not the worst but one of the best meals Iâ€™ve had in recent memory",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"United and their Longhaul meal service is very much underwhelming. I try to avoid them when going to Japan as much as possible because ANA evening in economy makes you feel much better.",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","ENVIRONMENTAL PROTOCOLS",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Did the AVOD include unskippable commercials?  What speed was the very fairly priced internet?  Were the bathrooms cleaned regularly? Basic meal quality keeps falling while special order meals keep growing. I wonder if there is a connection. (thanks for including your height vs. pitch)",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"Worst meal? Alitalia. I ended on a drip in a hospital by food poisoning, 100% sure by the airplane food. It was frozen and defrosted again and again. So the water molecules open up , giving bacteria a free game.",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","WATER & WASTEWATER MANAGEMENT","WATER & WASTEWATER MANAGEMENT","ENVIRONMENTAL ACTIONS",10,"PuntuaciÃ³n=10","si","NEGATIVE","no","Aviation & Aerospace."
"Nice vid Simply Aviation! A few months ago ZIPAIR Tokyo started service to SJC, an airport near SFO but is less busier, and is my local airport. Perhaps that could be an idea for a future trip report?",25-03-2023 11:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"What we wouldn't give to have that motion rig setup ... and the control yoke and quadrant look great in that rig.",09-02-2023 13:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","ANTI-CORRUPTION",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Bro i bought same kit but my throttle control is not sensing in the simulator so please help me out",14-04-2022 19:23,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","SYSTEMIC RISK MANAGEMENT","SYSTEMIC RISK MANAGEMENT","WHISTLEBLOWER LINE (ACCESS)",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"Good to know, however please next time take a video of the entire seat from a distance and then compare it to a normal economy seat. This will allow one to compare the actual space available in Economy Space..Since the rest of the on-board service is the same as regular economy, no need to show the food and IFE.",23-05-2023 19:14,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","ENVIRONMENTAL PROTOCOLS",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"I flew from LAX to LHR during summer of 2018 on Air New Zealand, also on a 777-300ER. A simply beautiful flight, uneventful and smooth, on my first trip to Europe. The food was tasty and the beer/wine were complimentary! So sad when ANZ discontinued this flight during Covid. I hope it comes back! If anyone reading this knows if/when ANZ is returning service to London, please make comments. Thanks!",24-04-2023 17:05,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"The breakfast service looks appalling for a 10hr flight. Not cool American Airlines! Other airlines offer a better onboard service,",24-04-2023 17:05,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","ACCESS & AFFORDABILITY","ACCESS & AFFORDABILITY","QUALITY",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Ryanair flight attendant here, I can say the conclusion is spot on, most of the flights are fine, but things can go south very easily and if they do, Ryanair doesn't have the resources or the need to deal with it

Flying Ryanair is a gamble and that's why people either love it or hate it, there is no in-between",31-10-2022 12:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"I've flown numerous budget airlines across the globe from Frontier to Kalula and have flown Ryanair a few times before and it's surprising on how different flying on a low cost carrier like them can make you feel. I mean, I fly easyJet quite a bit and they feel almost like a regular airline and have had no issues and quite enjoy flying with them. With Ryanair, it's pure misery (for me), you feel like cattle and I find the whole experience is not at all enjoyable. The cabins are a pure headache to look at, the adverts, jingles and everything else is just unpleasant. The only airline I've flown on where I've experienced rude cabin staff. I mean, you get what you pay for, that doesn't mean to say that it shouldn't be a miserable experience. I'd sooner pay more not to fly with them.",31-10-2022 12:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"This is as barebones as it gets. Even basic economy at United would seem like business class to these poor people...",31-10-2022 12:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","ENVIRONMENTAL PROTOCOLS",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"In terms of built quality and craftsmanship, how do you compare this to an omega?",02-08-2016 1:13,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","SUPPLIERS PERFORMANCE (QUALITY)",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"I flew with Turkish Airlines 4 times in the last year in business class, and every time I have had one or two flight attendants who were kinda rude, unfriendly and unwelcoming. Turkish Airlines should work on that!",25-03-2024 15:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"It's not you, Turkish crew is some of the coldest, arrogant and most indifferent business class crew I have ever traveled with.  They treat the Turkish passengers better.",25-03-2024 15:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","CUSTOMER MANAGEMENT (QUALITY)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"Thanks for your review. I liked your camera angles. I am a frequent Flier on Turkish Airlines. I have always found the crew to be polite and helpful on my flights. I'm shocked to hear that they simply walked right past your call light. Let's hope your return journey will have an engaging crew. I have flown all of their wide bodies, and yes,  I agree with you. The 777 and A330 hard products are outdated. Their 787 and A350s are very nice.
I fly often to Colombo, and it is an A330 service. Not the best. But I give Turkish the benefit of the doubt. Thanks again ðŸ˜Š",25-03-2024 15:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"sed to be so much better 6-7 years ago but only going down since then, especially after Covid. I travel business with Turkish at least 6-8 times every year and the service is getting worse year after year",25-03-2024 15:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Um welche Uhrzeit war der Flug denn? Normal ist die Lounge abends so gegen 22 bis 1 Uhr immer voll und falls man einen Platz mit Steckdose sucht, dann kann man schon mal Pech haben. So leer wie in deinem Video habe ich jedenfalls die Lounge nie erlebt. Auch das die Business Class so leer ist, hatte ich auf meinen FlÃ¼gen nach Kuala Lumpur, Singapur, Saigon oder Jakarta nie. Da war vielleicht mal ein oder 2 Sitze frei. Mit der Crew kann man GlÃ¼ck oder Pech haben aber ich hatte nie eine Crew, an die ich mich spÃ¤ter nochmal erinnern konnte, weil es besonders war. Bei dir war dann die Crew wohl extrem schlecht.
In der alten Business Class hat man auf jedenfall noch viel Platz. In der neuen C wÃ¤re so eine riesen Ablage wie im Otoman super. Aber an die Schuhschachtel muss man sich wohl gewÃ¶hnen. Auch von den luxuriÃ¶sen 3 Fenstern muss man sich verabschieden. Es bleibt eigentlich nur noch ein Fenster, das Zweite ist schon hinter der Seitenschale vom Sitz versteckt.",25-03-2024 15:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","PRICE/QUALITY RATIO",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"I travlled many time I feel they can improve their product but they need to teach staff mannerism and how to talk and behave",25-03-2024 15:45,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","MATERIALS & EQUIPMENT",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"I worked at Boeing as an Aerospace Engineer on the 787 program and was retaliated against when I disclosed to the FAA that a flight critical component didn't meet the quality and structural integrity requirements.",07-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"How the hell does the CEO of Boeing know so little about quality that he can't answer that question. The correct answer is something along the lines of ""We have a rigorous quality control process that strives for zero defects. Any error in the manufacturing process that leads to a failure in service is unacceptable, and should a failure happen we refer to it as an escape from our accepted standard.""",07-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"I used to work in a lab that did quality control on aluminium that was sold to both Airbus and Boeing.
I was always baffled with how little Audits we had for Boeing compared to Airbus. Where Airbus pretty much requires you to triple check and proof the validity of every number you put into a report Boeing was always more of a â€œyeah sure, if that is what you report us that probably is trueâ€
We could have written complete bs in our reports to Boeing and ironically it would have only come to light in an Airbus Auditâ€¦",07-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"After the sudden death of the second Boeing whistleblower in two months it's maybe time for an update?",07-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Leadership and Governance","Leadership and Governance","BUSINESS ETHICS","BUSINESS ETHICS","ENVIRONMENTAL ACTIONS",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"He's 100% correct, based on my experience as an airline pilot and flying for over 39 years on Boeing airplanes (707, 757, and all 747s),  in the last 24 years, regrettably, I have to admit that the quality and safety are not on the first place anymore. There are constant issues across each type, not only on the 737. At the same time, American companies with politically motivated management, outsourcing, and DEI madness,  will not have a bright future. The airline industry has changed significantly since my youth, but not in the way many of us hoped for.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","DIVERSITY",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Maybe Sully needs to be on the board",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","ETHICAL PROTOCOLS",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"Thank you Katie and Ambassador Sully!
Safety first!",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","HEALTH (PROTOCOLS)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"We salute you, Captain Sully. Boeing lost its way because of greedy, incompetent management, who punished employees for speaking up about sloppy manufacturing procedures. Yes, culture is key to the success of an organization.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Greed is the root of humanities problems. As children we are drawn to things just for the love at first sight feelings. Plains, cars boats, music, history, math, medicine, the list is endless. And then comes along the business person who's only love is for money and power.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"As a former Boeing employee I totally agree. There is a book called â€œNo Downlinkâ€ about the Challenger disaster and the breakdown of communication between those on the shop floor, the engineers, the technicians and management. If you look at that example there were also whistleblowers who suffered because they spoke up.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"They moved their HQ to Chicago so they could play at being a Fortune 500 company.  Then they put quarterly results in front of safety.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"It's not just Boeing, all American companies adopt the ""profit first"" approach. I have seen a lot of them went bust shortly after adopting this management style.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Business Model and Innovation","Business Model and Innovation","PHYSICAL IMPACTS OF CLIMATE CHANGE","PHYSICAL IMPACTS OF CLIMATE CHANGE","HEALTH (WORKPLACE)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing are single handedly undermining the aviation industry , after decades of safe commercial aviation passengers are now deeply concerned about the build quality of aeroplanes.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","PRODUCT QUALITY & SAFETY","PRODUCT QUALITY & SAFETY","CUSTOMER MANAGEMENT (QUALITY)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"As an European the â€œmade in USAâ€ label always meant a lot because it was a symbol of quality and products manufactured by competent and motivated people. For the past 25-30 years when mass globalization started, it declined to reach almost a point of non return. It is not only true for Boeing but also for cars, appliances, computers (PCs) and the list goes onâ€¦ TBH, the â€œmade in Germanyâ€ label suffers a lot as well but it has nothing to do with the magnitude of damage of US products.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","OPERATION (QUALITY)",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"A & P mechanic for 39 years. Been in the maintenance side of the business since 1985. From 727's to now. The culture has changed. And NOT FOR THE BETTER. It's NOT ONLY Boeing but all the Airlines. The complacency is brought on by the years of Top NOTCH safety in our industry. AND now, it's the love of MONEY. The steps it takes to keep an airplane safe is now SECONDARY. Slowly the checks and balances we use to keep planes safe have, are eroded (with the blessings of FAA OVERSIGHT, GONE NOW. Thank you FAA). And now we're probably at the BREAKING POINT all us Professionals have dreaded.  I knew a top exec at Boeing. He left due to what he saw at Boeing. He was once PROUD (as many of us in the maintenance aspects were) of what we did. Now, pressure from management to cut corners to save money on maintenance protocols are the main drive. INDUSTRY WIDE. His words, not mine. Is it too late to turn this MONEY LOVING culture of Airplane Safety around? It was for the TWO MAX jets and it's ill fated crew and pax.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","ENVIRONMENTAL PROTOCOLS",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"My sister used to work at Boeing and said that everything started to go down hill after their merger with MD. Also, no one believes the whistleblower killed himself. That needs to be investigated.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Couple of things; first, wheels / tires falling off of airplanes is not a Boeing issue, but it has been lumped in with the problems that are Boeing issues. Thank you to ignorant members of the media looking for ratings by getting the story out first, no matter if it is true or not.

Second, it wasn't as surprising to someone that has been in aviation for a career to see this happening at Boeing. I feel the same way as he does, that this has been the corporate way for some time now in the US. It is all about profits, and any company saying safety is their number one priority is flat out lying to us.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","ENVIRONMENTAL ACTIONS",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Cap. Sully is absolutely right. The company should be run by engineers, not business schools graduates that have no idea what an airplane is.
I also blame the FAA for not sending more inspectors.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"There's any number of exemples of engineers cutting costs unethically to the detriment of safety. In fact, they are 100% complicit here. STEM professionals are no more ethical than anyone else simply by being from STEM. You can be ethical in any field.",28-03-2024 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","VALUES",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Let's not forget that the whistleblower called his death. He said if I am found dead, it's not a suicide. Do not believe it. Definetely an execution",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","BUSINESS ETHICS","BUSINESS ETHICS","WHISTLEBLOWER LINE (TRUST)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"You forgot to mention that the whistleblower openly stated that he was not suicidal and not to believe it if something like this happened.",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"John Oliver recently went in depth about Boeing in his Last Week Tonight Show. Boeing over the recent years has become HORRIBLE, proudly stating that they're more concerned about profits more than quality or safety.",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","ENVIRONMENTAL ACTIONS",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Source: nypost 

â€œMeanwhile, an employee who works at the Holiday Inn where Barnett was found dead in the parking lot told The Post Barnett ate a quesadilla, drank a Coke, scrolled on his phone and seemed fine on the evening of March 8.

â€œI didnâ€™t think of him at all until I heard the news the next day. He didnâ€™t seem upset at all,â€ the employee said.â€

Same article also stated that he left his drivers license in his hotel room and that he had a court meeting the next day.

You would not draw out a legal battle to only kill yourself.

Suicidal people plan for the future to continue without them, not with them.",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
